"Date","Nest","Ind.","weight.grams","CT.W","PT.L","instar","Measurement","Treatment","notes","weight.mg","resids","SMI"
"4 July 2018","Col_22",13,0.002308,0.94,1.63,"Sub 1","before","Control","",2.308,-0.106110362801278,2.61684101813503
"4 July 2018","Col_22",14,0.002308,0.92,1.67,"Sub 1","before","Control","",2.308,-0.0811806318366929,2.75069320095652
"4 July 2018","Col_22",15,0.002308,0.94,1.9,"Sub 1","before","Control","",2.308,-0.106110362801278,2.61684101813503
"4 July 2018","Col_23",11,0.00301,1.13,1.94,"Sub 1","before","Control","",3.01,-0.0539500367194001,2.2266773469139
"4 July 2018","Col_23",12,0.00301,1.08,2.11,"Sub 1","before","Control","",3.01,-0.0014891473586787,2.47313403271692
"4 July 2018","Col_23",13,0.00301,0.95,1.68,"Sub 1","before","Control","",3.01,0.147181715157328,3.33002793227476
"4 July 2018","Col_23",14,0.00301,1.06,2.02,"Sub 1","before","Control","",3.01,0.0201785454006634,2.582721887072
"4 July 2018","Col_23",15,0.00301,1.03,1.88,"Sub 1","before","Control","",3.01,0.0534589502075552,2.76057460423908
"4 July 2018","Col_24",11,0.002536,1.06,1.94,"Sub 1","before","Control","",2.536,-0.151173496785141,2.17600754339355
"4 July 2018","Col_24",12,0.002536,0.95,1.59,"Sub 1","before","Control","",2.536,-0.0241703270284766,2.8056315070594
"4 July 2018","Col_24",13,0.002536,1.01,1.88,"Sub 1","before","Control","",2.536,-0.0951631909419441,2.43408268849477
"4 July 2018","Col_24",14,0.002536,0.97,1.74,"Sub 1","before","Control","",2.536,-0.0483209466307832,2.67327040129888
"4 July 2018","Col_24",15,0.002536,1.07,1.96,"Sub 1","before","Control","",2.536,-0.162057969352185,2.12912620906308
